,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Spectacles,Age_Range,Washer_No,Dryer_No,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
2455,16/12/2015,9:05:15,chinese,male,thin,yes,toddler,small,grey,casual,black,short_sleeve,black,short,clothes,no,54,4,8,34,3,7,3.096577708,101.6478743,1
2263,16/12/2015,12:47:37,malay,female,thin,yes,toddler,small,yellow,traditional,purple,long sleeve,orange,short,clothes,no,40,6,8,54,3,11,3.118382326,101.7593097,1
1915,16/12/2015,10:20:06,chinese,male,fat,yes,toddler,big,orange,casual,black,long sleeve,green,short,clothes,yes,24,6,7,26,0,18,3.106221868,101.6686111,3
1878,16/12/2015,13:49:20,chinese,female,fat,yes,young,big,white,formal,brown,short_sleeve,black,short,clothes,yes,48,4,9,32,2,17,3.136084437,101.726737,1
2632,16/12/2015,1:06:54,chinese,female,fat,no,no_kids,small,orange,casual,yellow,short_sleeve,blue,short,blankets,yes,56,5,9,46,3,10,3.092971423,101.7270114,3
1560,16/12/2015,12:04:24,foreigner,female,fat,no,no_kids,big,purple,casual,green,long sleeve,black,long,blankets,yes,58,5,9,41,1,21,3.178054303,101.7159131,1
3346,16/12/2015,12:58:54,chinese,female,thin,no,no_kids,big,yellow,formal,black,short_sleeve,blue,long,clothes,yes,43,4,9,18,5,18,3.134591413,101.6045854,1
2886,16/12/2015,15:03:31,chinese,male,moderate,no,no_kids,small,brown,casual,pink,long sleeve,purple,long,blankets,yes,40,4,10,34,4,8,2.935396969,101.742992,1
1843,16/12/2015,20:23:13,foreigner,female,thin,yes,toddler,small,red,formal,red,long sleeve,brown,long,clothes,yes,40,5,7,17,0,16,3.025044731,101.5378282,1
896,16/12/2015,7:58:48,foreigner,male,moderate,yes,toddler,big,purple,casual,grey,short_sleeve,blue,short,blankets,no,46,5,8,38,5,16,3.07865386,101.6372399,3
2629,17/01/2016,15:22:24,chinese,female,thin,no,no_kids,big,brown,traditional,pink,long sleeve,yellow,short,blankets,no,30,4,9,21,0,10,3.103253328,101.7537743,3
3231,17/01/2016,15:34:39,foreigner,male,fat,no,no_kids,small,red,formal,red,short_sleeve,brown,short,blankets,yes,40,6,8,31,3,14,3.168329422,101.6464336,3
2088,17/01/2016,10:36:56,indian,male,fat,yes,baby,big,red,casual,red,long sleeve,purple,short,clothes,no,23,6,10,19,5,9,3.155224799,101.6574675,1
3589,17/01/2016,18:35:06,malay,female,thin,yes,toddler,small,yellow,formal,pink,short_sleeve,white,long,blankets,no,26,5,10,48,3,13,3.182955247,101.7436536,3
891,17/01/2016,18:16:33,malay,female,fat,yes,toddler,big,brown,formal,pink,short_sleeve,purple,long,clothes,no,18,4,8,25,0,12,3.152027124,101.7354379,1
2645,17/01/2016,2:43:24,foreigner,male,moderate,no,no_kids,big,pink,formal,grey,long sleeve,black,short,blankets,no,37,6,10,56,4,10,3.090600962,101.7738,3
1587,17/01/2016,17:00:42,malay,male,moderate,yes,toddler,big,blue,formal,orange,short_sleeve,pink,long,blankets,yes,59,5,8,13,3,15,3.06966307,101.4836572,3
1932,17/01/2016,19:50:13,chinese,female,fat,no,no_kids,big,green,casual,purple,short_sleeve,white,short,blankets,no,50,6,8,26,1,20,3.112873347,101.6177334,1
3972,17/01/2016,18:34:34,malay,male,thin,yes,toddler,small,brown,casual,yellow,long sleeve,blue,short,blankets,no,52,6,7,43,4,20,3.087608707,101.7512107,2
3834,17/01/2016,11:18:19,malay,male,thin,yes,young,big,white,formal,red,short_sleeve,brown,short,clothes,yes,60,4,8,47,4,14,3.064798207,101.5701688,3
3854,17/01/2016,8:59:03,chinese,female,thin,no,no_kids,small,purple,formal,yellow,long sleeve,blue,short,blankets,no,47,5,7,19,3,17,3.160520622,101.6233698,3
3807,17/01/2016,16:29:47,indian,female,fat,yes,baby,big,white,casual,yellow,long sleeve,grey,short,clothes,yes,38,5,7,16,0,20,2.972706179,101.6729075,1
3546,17/01/2016,18:24:06,malay,female,moderate,yes,toddler,small,orange,formal,pink,short_sleeve,grey,short,blankets,yes,51,4,7,47,2,10,2.929132654,101.6695923,3
3184,17/01/2016,4:32:02,foreigner,male,thin,yes,toddler,big,black,traditional,red,long sleeve,blue,long,blankets,no,38,4,9,45,5,8,3.1527686,101.7589864,3
1440,17/01/2016,22:01:36,chinese,female,thin,yes,baby,small,pink,formal,grey,short_sleeve,blue,long,clothes,no,43,4,7,12,5,12,3.050697869,101.4767095,2
3177,17/01/2016,6:22:25,indian,male,moderate,yes,baby,big,white,formal,purple,short_sleeve,black,long,clothes,no,54,6,7,21,2,17,3.063227204,101.5857165,3
3711,17/01/2016,1:21:29,chinese,female,fat,yes,toddler,small,orange,traditional,red,long sleeve,blue,short,clothes,yes,46,3,7,15,2,16,2.924151618,101.7016625,2
3986,17/01/2016,17:00:20,indian,male,thin,yes,young,small,green,formal,grey,short_sleeve,white,short,blankets,no,39,6,8,34,1,13,3.155272359,101.5920565,1
808,17/01/2016,10:31:44,malay,male,moderate,no,no_kids,big,white,traditional,green,long sleeve,black,short,clothes,no,18,4,9,52,0,17,3.029614088,101.3876718,2
2537,17/01/2016,0:17:29,indian,male,moderate,no,no_kids,small,white,formal,pink,long sleeve,purple,long,clothes,yes,34,3,9,47,5,10,3.150651065,101.7350531,3
3165,17/01/2016,12:26:18,foreigner,female,fat,no,no_kids,big,yellow,traditional,grey,short_sleeve,yellow,short,blankets,no,37,3,9,36,4,17,3.115173689,101.776987,1
1766,17/01/2016,19:22:21,indian,female,moderate,yes,young,small,white,traditional,yellow,short_sleeve,blue,short,blankets,yes,44,3,8,21,2,21,3.034044986,101.4380594,3
2013,17/01/2016,19:39:31,chinese,female,moderate,yes,toddler,big,red,casual,purple,short_sleeve,purple,short,blankets,no,34,3,10,33,1,11,3.134927694,101.7030455,3
3031,17/01/2016,22:39:47,malay,male,fat,yes,toddler,big,orange,formal,white,short_sleeve,green,short,blankets,no,39,4,9,24,2,16,2.931916704,101.7171782,1
3684,17/01/2016,18:38:35,indian,male,thin,no,no_kids,big,purple,formal,red,long sleeve,black,short,clothes,no,45,5,8,28,5,15,2.916988194,101.6408995,3
3679,17/01/2016,19:10:30,foreigner,female,thin,no,no_kids,small,grey,traditional,black,long sleeve,blue,short,clothes,no,43,6,9,38,3,21,2.970195022,101.7255416,2
1252,17/01/2016,21:37:32,malay,female,thin,no,no_kids,big,white,casual,black,short_sleeve,pink,short,clothes,yes,28,3,10,47,1,14,3.112995183,101.577354,3
2950,17/01/2016,12:05:56,malay,female,moderate,yes,toddler,small,pink,traditional,black,long sleeve,yellow,short,clothes,yes,44,5,9,32,2,17,3.103905541,101.7065987,1
3745,17/01/2016,13:49:22,indian,female,fat,yes,toddler,small,grey,traditional,orange,long sleeve,blue,short,clothes,yes,41,3,8,27,2,17,2.955784701,101.6828008,1
3394,17/01/2016,21:03:57,chinese,male,thin,no,no_kids,small,red,casual,black,short_sleeve,blue,long,clothes,yes,42,6,9,39,3,8,3.081681411,101.6190964,2
2714,17/01/2016,14:40:17,indian,male,moderate,yes,toddler,small,red,traditional,white,short_sleeve,green,long,blankets,no,53,3,9,58,4,13,2.94649583,101.6606522,3
1658,17/01/2016,17:22:21,malay,male,moderate,yes,baby,big,brown,casual,green,long sleeve,yellow,short,blankets,no,56,5,9,26,3,15,3.120827966,101.6007388,1
2863,17/01/2016,21:52:45,malay,male,fat,yes,baby,small,white,casual,white,short_sleeve,orange,short,blankets,no,53,6,7,17,3,10,2.908187096,101.6391063,2
3317,17/01/2016,22:20:14,foreigner,female,thin,yes,toddler,small,grey,traditional,white,short_sleeve,brown,long,blankets,no,38,6,9,48,3,14,2.92886632,101.7189768,1
3944,17/01/2016,15:40:53,chinese,male,moderate,no,no_kids,big,green,casual,black,short_sleeve,black,long,blankets,no,20,6,7,43,4,7,3.194695798,101.7042576,3
1360,17/01/2016,14:18:24,foreigner,male,fat,yes,toddler,small,brown,casual,brown,long sleeve,blue,short,clothes,yes,25,5,9,54,1,8,3.099985944,101.5915969,2
3915,17/01/2016,0:47:31,chinese,male,moderate,no,no_kids,big,red,traditional,pink,short_sleeve,purple,short,blankets,no,56,3,10,55,0,12,3.084853338,101.6221284,1
2856,17/01/2016,5:20:25,indian,female,thin,yes,young,big,grey,formal,pink,short_sleeve,black,short,blankets,no,44,5,8,39,5,19,2.962840565,101.6707429,1
837,17/01/2016,21:50:24,chinese,male,fat,no,no_kids,big,yellow,casual,black,short_sleeve,yellow,short,clothes,yes,41,4,7,56,0,18,3.072113954,101.6509209,1
3485,17/01/2016,15:24:03,malay,female,thin,yes,baby,big,brown,casual,white,short_sleeve,blue,short,blankets,yes,38,6,8,53,4,10,2.945627995,101.7402113,1
1908,17/02/2016,3:32:01,malay,female,thin,yes,toddler,big,blue,traditional,brown,long sleeve,red,short,clothes,yes,45,3,10,31,5,9,3.134981982,101.6530908,2
2454,17/02/2016,3:25:00,indian,male,moderate,yes,baby,small,green,formal,orange,short_sleeve,red,short,clothes,no,26,5,10,56,3,21,2.997837793,101.4976973,1
895,17/02/2016,22:25:25,indian,male,fat,no,no_kids,small,brown,traditional,black,long sleeve,purple,short,blankets,no,30,3,10,60,3,11,3.052720292,101.5475707,1
3386,17/02/2016,11:46:16,indian,female,thin,yes,young,small,purple,casual,grey,short_sleeve,grey,long,clothes,yes,51,3,7,34,1,14,3.114201745,101.7256915,3
2488,17/02/2016,5:26:22,chinese,female,moderate,yes,toddler,big,red,formal,green,short_sleeve,orange,short,clothes,yes,35,5,9,34,3,16,3.136862282,101.6955491,2
1379,17/02/2016,13:36:46,foreigner,male,fat,yes,toddler,big,orange,casual,blue,short_sleeve,blue,short,blankets,yes,39,6,8,37,4,8,3.182296207,101.7195195,3
1468,17/02/2016,4:49:49,foreigner,female,moderate,yes,toddler,big,grey,casual,orange,short_sleeve,pink,short,blankets,yes,30,3,7,54,1,17,3.095139842,101.6494083,1
1322,17/02/2016,4:55:14,indian,female,thin,yes,young,small,purple,casual,black,short_sleeve,blue,short,clothes,yes,44,3,7,56,1,21,3.14463553,101.7636681,1
1645,17/02/2016,15:40:28,chinese,female,thin,yes,toddler,small,black,traditional,black,short_sleeve,black,long,blankets,no,59,3,7,15,2,13,3.185011858,101.769438,2
2317,17/02/2016,14:04:11,malay,male,thin,yes,toddler,small,brown,formal,orange,long sleeve,blue,short,blankets,yes,50,5,10,35,2,8,2.915475549,101.6616564,2
1990,17/02/2016,18:01:40,foreigner,female,fat,yes,toddler,small,white,casual,white,long sleeve,blue,short,clothes,no,21,6,8,14,1,12,3.087845691,101.3924157,3
3008,17/02/2016,6:40:29,malay,female,thin,yes,baby,small,green,casual,black,long sleeve,pink,long,clothes,no,54,4,8,16,1,21,2.924179969,101.7160804,1
3601,17/02/2016,16:10:12,chinese,male,fat,yes,toddler,small,black,casual,blue,short_sleeve,orange,long,clothes,yes,24,5,7,20,5,17,3.104408275,101.6560029,1
1797,17/02/2016,1:58:41,foreigner,female,thin,no,no_kids,big,pink,formal,pink,long sleeve,white,long,clothes,no,26,3,9,56,2,11,3.124269591,101.7042715,2
3621,17/02/2016,20:10:34,malay,female,moderate,yes,toddler,big,yellow,formal,purple,long sleeve,black,short,blankets,yes,41,5,7,55,0,16,3.044227731,101.4000879,2
3402,17/02/2016,3:30:36,malay,female,moderate,yes,toddler,small,black,casual,black,long sleeve,blue,short,clothes,no,47,3,10,54,4,8,3.105694669,101.7126631,3
2918,17/02/2016,13:16:56,indian,female,fat,yes,young,big,red,casual,yellow,short_sleeve,pink,short,clothes,no,55,4,10,32,2,15,2.918519782,101.6461944,2
1850,17/02/2016,8:15:25,indian,female,moderate,no,no_kids,big,black,formal,grey,long sleeve,red,short,blankets,no,34,4,8,31,0,10,2.989753849,101.4417192,3
2357,17/02/2016,9:09:19,malay,male,moderate,no,no_kids,small,green,formal,white,long sleeve,brown,long,clothes,yes,29,6,10,40,5,16,3.027334989,101.4049905,2
3693,17/02/2016,23:46:22,chinese,male,fat,yes,baby,small,white,traditional,yellow,long sleeve,red,long,clothes,yes,35,6,8,21,4,16,2.910613335,101.7269948,2
1434,17/02/2016,19:43:54,malay,male,moderate,yes,young,small,red,formal,green,long sleeve,blue,long,clothes,yes,45,6,9,35,5,16,3.131024927,101.6613355,1
3282,17/02/2016,16:18:49,indian,male,fat,yes,toddler,big,red,formal,pink,short_sleeve,red,long,blankets,yes,38,4,10,49,1,12,2.934090509,101.6870992,1
2544,17/02/2016,20:54:06,indian,male,moderate,yes,young,big,blue,formal,purple,short_sleeve,green,long,blankets,yes,49,4,8,25,2,19,3.121405961,101.7319936,1
3392,17/02/2016,23:00:40,foreigner,female,thin,no,no_kids,big,green,traditional,yellow,long sleeve,blue,short,blankets,yes,46,5,8,36,5,20,3.087658597,101.4545253,2
2830,17/02/2016,19:47:13,malay,male,moderate,yes,young,big,purple,casual,blue,long sleeve,yellow,short,blankets,yes,18,6,7,35,1,11,3.08192671,101.4485096,2
2828,17/02/2016,9:54:42,chinese,male,thin,yes,toddler,big,pink,casual,black,short_sleeve,black,short,clothes,no,40,3,9,30,2,17,3.167073943,101.6022975,1
1661,17/02/2016,2:15:35,malay,female,moderate,no,no_kids,big,black,casual,yellow,short_sleeve,grey,long,clothes,no,59,4,10,38,2,20,3.144897144,101.5567483,3
1907,17/02/2016,7:24:05,malay,female,thin,yes,baby,big,brown,traditional,black,short_sleeve,purple,long,blankets,no,18,3,7,16,5,19,3.123706393,101.6653088,3
2351,17/02/2016,22:04:57,indian,female,moderate,yes,toddler,small,purple,traditional,black,long sleeve,purple,long,blankets,no,26,6,7,51,4,20,3.108207256,101.7641652,1
3499,17/02/2016,21:13:37,indian,female,thin,yes,baby,small,yellow,formal,grey,long sleeve,blue,short,blankets,yes,37,5,9,22,5,21,2.971401724,101.6875194,2
3335,17/02/2016,10:21:33,chinese,female,moderate,yes,young,big,pink,formal,brown,long sleeve,blue,long,blankets,yes,28,6,10,31,5,8,3.116425145,101.6445318,2
1814,17/02/2016,18:56:45,foreigner,female,fat,yes,baby,big,red,formal,red,long sleeve,white,long,clothes,yes,45,5,7,60,2,14,3.084334631,101.5023403,1
3636,17/02/2016,11:54:14,chinese,male,thin,no,no_kids,small,purple,casual,red,short_sleeve,purple,long,blankets,no,59,4,7,34,1,21,3.043236498,101.4314198,2
1449,17/02/2016,14:26:40,indian,female,fat,yes,toddler,small,white,formal,black,short_sleeve,purple,long,blankets,yes,18,5,8,25,3,12,3.058874652,101.5414942,3
1821,17/02/2016,15:17:30,malay,female,thin,yes,toddler,small,pink,traditional,black,short_sleeve,grey,long,blankets,no,33,4,7,34,1,18,3.134041369,101.5709148,3
2267,17/02/2016,19:12:39,chinese,female,moderate,no,no_kids,big,grey,formal,orange,long sleeve,grey,long,clothes,no,24,3,10,35,5,7,2.984422036,101.5325203,3
3106,17/12/2015,18:34:28,foreigner,male,thin,yes,toddler,big,orange,formal,black,short_sleeve,blue,long,clothes,no,30,3,9,37,4,11,3.128346913,101.6191629,1
3646,17/12/2015,13:05:43,indian,male,fat,yes,baby,small,red,traditional,green,short_sleeve,blue,long,clothes,no,43,3,8,45,0,11,3.152256344,101.764685,1
2789,17/12/2015,16:43:42,indian,female,fat,yes,toddler,small,blue,traditional,black,long sleeve,blue,long,blankets,no,57,6,7,38,0,15,3.114309045,101.5832399,1
980,17/12/2015,12:32:47,chinese,male,thin,yes,baby,big,blue,traditional,purple,short_sleeve,pink,long,blankets,no,27,5,7,12,5,11,3.126404968,101.5737062,1
1424,17/12/2015,8:05:40,indian,female,thin,yes,toddler,big,orange,traditional,pink,short_sleeve,white,long,blankets,yes,28,6,8,49,2,12,3.093836951,101.6952906,1
3689,17/12/2015,11:04:55,foreigner,female,thin,yes,baby,big,black,traditional,brown,short_sleeve,grey,long,blankets,no,44,6,10,35,1,7,2.904473873,101.7428557,2
3733,17/12/2015,0:40:38,malay,female,fat,yes,baby,big,brown,formal,purple,long sleeve,blue,short,clothes,no,48,5,7,36,2,21,2.918565298,101.6580803,1
1786,17/12/2015,10:21:44,malay,male,moderate,yes,toddler,small,white,formal,brown,long sleeve,blue,long,blankets,yes,51,6,7,53,3,11,3.097534831,101.5798561,1
3721,17/12/2015,6:42:44,malay,male,moderate,yes,young,small,white,casual,pink,long sleeve,blue,long,clothes,yes,49,6,7,34,4,19,2.911918124,101.7009079,3
1123,17/12/2015,11:37:05,malay,female,thin,yes,toddler,small,yellow,formal,blue,long sleeve,blue,long,clothes,no,47,5,7,55,4,8,3.089669193,101.6662723,2
3160,17/12/2015,20:45:19,chinese,male,fat,yes,young,big,green,traditional,brown,short_sleeve,white,short,blankets,no,32,5,9,46,0,12,3.089551714,101.67318,1
2000,17/12/2015,2:46:03,malay,male,fat,yes,baby,big,orange,casual,grey,short_sleeve,orange,short,clothes,no,52,6,7,20,3,16,3.074656129,101.6780853,2
1825,17/12/2015,8:48:16,malay,female,moderate,yes,young,small,black,formal,yellow,short_sleeve,blue,short,clothes,yes,58,6,10,50,5,12,3.143865927,101.7338466,1
3201,17/12/2015,5:17:19,indian,male,moderate,no,no_kids,big,red,traditional,brown,short_sleeve,purple,long,blankets,no,43,6,8,50,3,20,3.084940422,101.5694903,3
3172,17/12/2015,6:17:21,chinese,male,fat,yes,baby,big,pink,formal,purple,long sleeve,black,long,blankets,yes,55,3,9,25,1,20,3.100164783,101.6823402,3
2582,17/12/2015,17:58:30,foreigner,male,moderate,yes,baby,small,black,traditional,grey,long sleeve,green,long,blankets,no,44,5,7,25,2,14,2.955890826,101.7137964,1
3130,17/12/2015,23:18:30,chinese,male,thin,yes,baby,big,black,traditional,white,long sleeve,white,long,clothes,yes,41,3,9,13,2,10,2.918568826,101.6655585,3
1633,17/12/2015,1:19:22,chinese,male,fat,yes,toddler,small,purple,formal,pink,short_sleeve,orange,long,clothes,no,27,5,9,46,1,19,3.068002636,101.6427492,2
3366,17/12/2015,5:48:48,malay,male,thin,yes,young,small,brown,casual,orange,long sleeve,blue,short,clothes,no,21,5,8,39,5,8,3.078120965,101.648436,3
3173,17/12/2015,10:16:33,foreigner,female,fat,yes,toddler,big,pink,formal,green,short_sleeve,purple,long,clothes,no,50,5,9,43,5,13,3.04463637,101.4872778,1
2062,17/12/2015,19:04:48,chinese,female,fat,yes,toddler,big,purple,casual,brown,short_sleeve,white,short,blankets,no,49,4,9,14,3,9,3.118851512,101.6301273,3
2142,17/12/2015,15:46:29,indian,male,thin,yes,young,small,black,casual,red,long sleeve,black,long,blankets,yes,36,6,9,23,3,21,3.102130084,101.7238193,3
1648,17/12/2015,1:46:26,chinese,male,moderate,yes,toddler,big,blue,traditional,black,short_sleeve,orange,long,blankets,yes,39,4,7,43,5,12,3.112547601,101.6507092,2
1859,17/12/2015,2:05:11,indian,male,fat,yes,toddler,big,purple,traditional,black,long sleeve,green,short,clothes,no,24,4,9,22,5,8,3.079802883,101.7095973,1
1702,17/12/2015,14:22:15,malay,female,fat,yes,toddler,big,white,formal,black,short_sleeve,orange,short,clothes,no,56,3,9,14,3,13,3.160466774,101.7436176,2
2967,17/12/2015,16:04:34,foreigner,female,moderate,yes,young,small,blue,formal,green,short_sleeve,orange,long,blankets,yes,38,3,10,17,2,12,3.098561697,101.6383669,1
2433,17/12/2015,7:04:49,foreigner,male,moderate,no,no_kids,big,blue,casual,white,short_sleeve,black,short,clothes,no,50,4,9,59,1,18,3.036455449,101.4464773,3
3515,17/12/2015,13:11:08,chinese,male,thin,no,no_kids,big,blue,formal,orange,long sleeve,blue,long,blankets,no,37,6,7,29,4,10,2.905204264,101.6404512,1
1861,17/12/2015,8:16:20,chinese,male,moderate,yes,toddler,big,black,traditional,yellow,short_sleeve,blue,short,blankets,no,22,5,9,41,3,8,3.084861913,101.4031582,2
2107,17/12/2015,10:44:23,indian,female,moderate,yes,toddler,small,white,traditional,blue,long sleeve,white,long,blankets,no,47,6,9,22,1,12,3.100586663,101.7585465,3
3486,17/12/2015,8:12:46,indian,male,moderate,no,no_kids,big,yellow,formal,purple,long sleeve,yellow,short,blankets,no,29,6,9,36,4,19,2.919783756,101.6763122,2
2232,17/12/2015,22:26:30,foreigner,male,thin,yes,baby,big,brown,traditional,black,short_sleeve,blue,short,blankets,no,26,6,10,27,2,7,3.120411194,101.7332723,3
3236,17/12/2015,15:38:32,malay,male,moderate,yes,young,big,yellow,casual,purple,long sleeve,blue,short,blankets,no,21,5,8,60,2,13,3.093784743,101.6586764,3
1218,17/12/2015,10:58:42,indian,female,fat,yes,toddler,big,purple,casual,red,long sleeve,blue,short,clothes,no,29,3,9,55,2,7,3.069113078,101.5174181,2
2336,17/12/2015,1:45:40,chinese,male,thin,yes,toddler,small,black,traditional,pink,long sleeve,brown,short,blankets,yes,46,4,7,56,1,15,2.932691012,101.6432777,2
2725,17/12/2015,18:58:22,indian,male,fat,yes,young,big,grey,casual,purple,long sleeve,black,long,clothes,no,53,4,7,23,3,7,2.91005925,101.6762791,2
2573,17/12/2015,15:36:28,foreigner,male,fat,no,no_kids,big,pink,casual,grey,short_sleeve,red,short,blankets,no,18,6,9,43,5,20,3.133156098,101.6420753,2
1190,18/01/2016,2:34:01,foreigner,male,thin,yes,toddler,small,red,casual,white,short_sleeve,red,long,clothes,no,56,3,7,17,0,20,3.086798779,101.5248124,2
